I 816 124646.2 +095104 14.8  8   0.9   0.7  35  43111 UGC 7944              
I 817 124656.7 +095128 14.9  8   0.6   0.5   0  43126 IC 3764               
I 818 124644.4 +294407 15.4  8   0.9   0.2  48  43113 MCG 5-30-78           
I 819 124610.1 +304357 14.4  8   1.4   0.6   0  43062 NGC 4676A             
I 820 124611.2 +304321 14.7  8   2.2   0.8   2  43065 NGC 4676B             
I 821 124726.1 +294716 14.6  8   1.1   1.1   0  43161 UGC 7957              
I 822 124745.5 +300440 16.0  8   0.4   0.4   0  43196 MCG 5-30-85           
I 823 124755.1 +271134       1   0.0   0.0   0                              
I 824 124942.3 -043447 15.0  8   1.0   0.5  82        NGC 4678-2            
I 824 124941.0 -043449 14.3  8   0.9   0.5 100  43385 NGC 4678-1            
I 825 125019.1 -052147 15.5  8   0.6   0.3  85 170209                       
I 826 125119.9 +310333 14.9  8   0.6   0.6   0  43538 MCG 5-30-106          
I 827 125155.0 +161659 15.2  8   0.9   0.5 104  43607 UGC 8008              
I 828 125215.6 -080758 15.5  8   0.8   0.3 140                              
I 829 125227.3 -153105 14.6  8   0.7   0.6 126  43663 MCG -2-33-37          
I 830 125116.4 +534145 14.4  8   0.8   0.4 165  43533 UGC 8003              
I 831 125243.9 +262816 15.4  8   0.7   0.3  95  43708 MCG 5-30-113          
I 832 125359.0 +262640 14.9  8   0.5   0.5   0  43848 MCG 5-30-119          
I 833 125638.2 -064400 15.5  8   0.3   0.2  95 158287                       
I 834 125618.5 +262134 15.3  8   0.5   0.3  95  44138 MCG 5-31-11           
I 835 125652.4 +262913 15.0  8   0.6   0.6   0  44200 MCG 5-31-21           
I 836 125554.1 +633642 14.8  8   1.3   0.2  73  44092 UGC 8059              
I 837 125731.4 +263040 15.5  8   0.9   0.2   5  44322 MCG 5-31-28           
I 838 125813.9 +262534 15.9  8   0.5   0.5   0  44444 NGC 4849A             
I 839 125815.0 +280735 15.8  8   0.6   0.3  92  44423 ZWG 160.57            
I 840 125842.0 +103700 14.5  8   0.8   0.6  30  44495 UGC 8090              
I 841 125947.2 +214848 15.4  8   0.9   0.3 145  44665 MCG 4-31-2            
I 842 130039.6 +290107 14.7  8   1.2   0.6  57  44795 UGC 8118              
I 843 130133.6 +290750 14.7  8   1.1   0.6 131  44908 UGC 8137              
I 844 130318.2 -303115 13.7  8   1.6   0.4 100  45086 ESO 443-40            
I 845 130516.6 +120702 17.0  8   0.2   0.2   0                              
I 846 130521.1 +230544 15.5  8   1.1   1.0   0  45267 ZWG 130.7             
I 847 130532.1 +534108 14.9  8   0.7   0.7   0  45280 NGC 4973              
I 848 130701.5 +160024 15.3  8   0.8   0.6 170  45414 MCG 3-33-31           
I 849 130738.7 -005633 13.8  8   1.6   1.3 140  45480 UGC 8202              
I 850 130750.2 -005205 15.0  8   0.9   0.2  67  45491 MCG 0-34-3            
I 851 130834.2 +210300 14.9  8   1.0   0.4 150  45552 UGC 8219              
I 852 130736.7 +600928 15.0  8   1.1   0.9  20  45472 UGC 8213              
I 853 130841.6 +524628 14.5  8   1.6   1.3  33  45560 UGC 8230              
I 854 130949.9 +243439 15.0  8   0.8   0.6 135  45664 MCG 4-31-11           
I 855 131036.9 -042907 14.6  8   1.1   0.6   0  45725                       
I 856 131041.6 +203213 15.2  8   1.0   0.2  60  45733 ZWG 130.15            
I 857 131350.1 +170433 14.7  8   0.9   0.7 110  45983 UGC 8310              
I 858 131451.9 +171338 14.5  8   1.4   1.1 100  46069 UGC 8321              
I 859 131457.2 +171333 15.1  8   0.9   0.9   0  46074 MCG 3-34-8            
I 860 131503.5 +243706 15.4  8   0.8   0.5  12  46086 MCG 4-31-15           
I 861 131507.5 +341942 15.5  8   0.8   0.5  80  46092 UGC 8326              
I 862 131615.4 +200251 15.3  8   0.4   0.4   0  46181 ZWG 101.18            
I 863 131712.2 -171517 14.5  8   1.2   0.9  48  46270 MCG -3-34-43          
I 864 131708.4 +204133 16.0  8   0.5   0.2  20                              
I 865 131735.4 -055000 15.4  8   0.5   0.3  50 158675 NPM1G -05.0473        
I 866 131716.7 +204129 15.5  8   1.1   0.3  32  46279 UGC 8354              
I 867 131719.7 +203815 15.2  8   1.4   1.0  30  46283 UGC 8353              
I 868 131728.5 +203644 15.4  8   0.5   0.5   0  46281 MCG 4-31-21           
I 868 131730.1 +203715 16.9  8   0.3   0.1 110        NPM1G +20.0348        
I 869 131731.2 +204049       1   0.0   0.0   0                              
I 870 131730.7 +203559 15.4  8   0.7   0.4  45  46286 MCG 4-31-22           
I 871 131758.6 +042415 14.5  8   1.7   0.8  70  46321 UGC 8358              
I 872 131818.6 +062010 15.2  8   0.9   0.3 150  46342 UGC 8361              
I 873 131816.2 +042754 15.0  8   0.4   0.4   0  46345 ZWG 44.59             
I 874 131900.5 -273742 13.5  8   1.2   1.0  17  46410 ESO 508-42            
I 875 131707.5 +573224 13.8  8   1.4   0.8 150  46263 UGC 8355              
