Dearborn                        Michigan         42 19 23 N  83 10 29 W
Death Valley                    California       36 27 50 N 116 52 51 W
Decataur                        Illinois         39 50 41 N  88 56 47 W
Decimomannu                     Italy            39 24 35 N   8 58  1 E
Dekalb                          Illinois         41 55 47 N  88 42 48 W
Delavan                         Wisconsin        49 38 59 N  88 37 59 W
Delhi                           Louisiana        32 25 58 N  91 28 58 W
Del Rio                         Texas            29 22  0 N 100 43 48 W
Delta Junction                  Alaska           64  1 48 N 145 43 11 W
Delta                           Utah             39 19 58 N 112 34 58 W
DeMotte                         Indiana          41 12  0 N  87 10 20 W
Denali Nat'l Park               Alaska           63 42 36 N 148 56 23 W
Denton                          Texas            33 13 11 N  97  8 12 W
Denver                          Colorado         39 44 57 N 104 59 20 W
Derby                           Connecticut      41 19 58 N  73  4 58 W
Derby                           United Kingdom   52 49  1 N   1 19 58 W
Derry                           New Hampshire    42 52 54 N  71 19 23 W
Des Moines                      Iowa             41 35 13 N  93 37  0 W
Des Plaines                     Illinois         42  2 35 N  87 52 12 W
Dessau                          Germany          51 50 00 N   12 15 00 E
Detroit                         Michigan         42 19 47 N  83  2 57 W
Devils Lake                     North Dakota     48  6 35 N  98 51 47 W
Dhahran                         Saudi Arabia     26 15 36 N  50  8 59 E
Diamond Bar                     California       34  2 16 N 117 47 49 W
Diamond Springs                 California       38 42  6 N 120 49 26 W
