"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"119411","SN 2022zkd","11:36:52.771","+54:53:38.32","SN II","0.014","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","None","ATLAS; Pan-STARRS","ATLAS22blgl","ATLAS-MLO - ATLAS-01, PS2 - GPC2","Other - Other","1","1","","17.469","orange-ATLAS","2022-11-02 14:25:48.864","ATLAS_Bot1","","2022TNSTR3204....1T","2022TNSCR3378....1B",""
"119410","SN 2022zkc","04:47:58.599","-16:39:37.07","SN II","0.031725","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; ZTF","ATLAS22blgk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.163","orange-ATLAS","2022-11-02 05:01:31.296","ATLAS_Bot1","","2022TNSTR3204....1T","2022TNSCR3328....1H",""
"119409","SN 2022zkb","11:37:04.560","+50:49:09.34","SN II","0.05","SDSS J113704.56+504909.4","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF18aajjoko","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.258","g-ZTF","2022-11-01 12:27:51.002","ALeRCE","","2022TNSTR3202....1M","2022TNSCR3448....1P",""
"119407","SN 2022zjz","12:17:53.089","+60:45:09.54","SN Ia","0.065","SDSS J121753.13+604509.7","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abrreei","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.0992","g-ZTF","2022-11-01 12:25:08.000","ALeRCE","","2022TNSTR3202....1M","2022TNSCR3391....1F",""
"119401","SN 2022zjt","12:07:25.642","+62:56:18.59","SN II","0.035","SDSS J120726.53+625623.1","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF22absmdsy","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.7914","g-ZTF","2022-11-01 12:25:08.000","ALeRCE","","2022TNSTR3202....1M","2022TNSCR3289....1S",""
"119362","SN 2022zig","10:06:33.246","-11:25:50.83","SN Ia","0.0476","","","ATLAS, ALeRCE","ATLAS, ZTF","POISE","ALeRCE; ATLAS","ATLAS22blfw","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","Magellan-Baade - IMACS","1","1","","18.984","cyan-ATLAS","2022-11-01 14:53:49.344","ATLAS_Bot1","","2022TNSTR3188....1T","2022TNSCR3406....1K",""
"119358","SN 2022zic","23:20:05.240","+24:13:17.24","SN Ib","0.032","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS22bleu","ATLAS-MLO - ATLAS-01","LT - SPRAT","1","1","","18.193","orange-ATLAS","2022-10-27 07:53:45.600","ATLAS_Bot1","","2022TNSTR3188....1T","2022TNSCR3225....1D",""
"119355","SN 2022zhz","03:59:40.300","-52:40:54.00","SN Ia-pec","0.0327","","","ATLAS","ATLAS","POISE","ATLAS","ATLAS22bldv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","Magellan-Baade - IMACS","1","1","","18.513","orange-ATLAS","2022-11-01 04:43:35.616","ATLAS_Bot1","","2022TNSTR3187....1T","2022TNSCR3406....1K",""
"119344","SN 2022zho","09:21:51.654","+68:41:43.18","SN Ia","0.06","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS22blcr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","LT - SPRAT","1","1","","18.305","cyan-ATLAS","2022-10-31 14:47:09.312","ATLAS_Bot1","","2022TNSTR3187....1T","2022TNSCR3238....1H",""
"119212","SN 2022zcu","02:16:08.240","+34:34:09.44","SN Ic","0.0365","","","ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS","ATLAS22binc","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1","LT - SPRAT","1","1","","17.832","orange-ATLAS","2022-10-14 13:24:36.000","ATLAS_Bot1","","2022TNSTR3161....1T","2022TNSCR3478....1H",""
"119203","SN 2022zcl","20:50:42.382","+21:30:30.67","SN Ia-91T-like","0.035","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS22bkps","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Other - Other","LT - SPRAT","1","1","","18.732","cyan-ATLAS","2022-10-29 05:37:32.160","ATLAS_Bot1","","2022TNSTR3161....1T","2022TNSCR3237....1T",""
"119067","SN 2022yxh","22:55:15.975","-58:42:10.25","SN Ia","0.0347","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bkgm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","17.681","cyan-ATLAS","2022-10-28 02:01:19.200","ATLAS_Bot1","","2022TNSTR3139....1T","2022TNSCR3193....1R",""
"119038","SN 2022ywe","05:01:02.012","-22:53:54.62","SN Ia","0.042696","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF22abrbpyh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.97","g-ZTF","2022-10-28 09:31:40.800","ZTF_Bot1","","2022TNSTR3143....1F","2022TNSCR3393....1J",""
"119036","SN 2022ywc","03:22:12.123","-42:53:04.82","SN Ia-91bg-like","0.058","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bkfp","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.242","cyan-ATLAS","2022-10-28 03:00:52.704","ATLAS_Bot1","","2022TNSTR3139....1T","2022TNSCR3336....1I",""
"119030","SN 2022yvw","03:33:45.280","-19:29:29.81","SN IIb","0.0065","","","ATLAS, ZTF, YSE, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","LiONS","ATLAS; Fink; Pan-STARRS; YSE; ZTF","ATLAS22bkfl","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","Lijiang-2.4m - YFOSC","1","1","","18.69","orange-ATLAS","2022-10-27 22:06:48.096","ATLAS_Bot1","","2022TNSTR3139....1T","2022TNSCR3168....1Z",""
"118991","SN 2022yuj","07:50:11.228","+37:26:52.58","SN Ia","0.0764","","","ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS22bkex","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.972","orange-ATLAS","2022-10-25 13:32:07.872","ATLAS_Bot1","","2022TNSTR3130....1T","2022TNSCR3159....1F",""
"118979","SN 2022ytx","23:00:46.550","+13:37:05.70","SN IIb","0.024","","","ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts","TCD, QUB","ATLAS; GaiaAlerts; Pan-STARRS","ATLAS22bkef","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1","LT - SPRAT","1","1","","18.799","cyan-ATLAS","2022-10-27 01:46:52.608","ATLAS_Bot1","","2022TNSTR3130....1T","2022TNSCR3225....1D, 2022TNSCR3446....1S",""
"118916","SN 2022yrp","01:53:09.160","-14:08:24.64","SN Ia","0.065","","","ZTF, ATLAS, YSE, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; YSE; ZTF","ZTF22abqdmwt","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","18.99","r-ZTF","2022-10-26 07:26:24.000","ZTF_Bot1","","2022TNSTR3122....1F","2022TNSCR3288....1F",""
"118849","SN 2022ypb","04:01:24.124","-14:54:54.85","SN Ia-91T-like","0.0237","","","ZTF","ZTF","Padova-Asiago, None","ZTF","ZTF22abmygmc","P48 - ZTF-Cam","Ekar - AFOSC, NOT - ALFOSC","1","1","","16.81","g-ZTF","2022-10-18 08:34:04.800","ZTF_Bot1","","2022TNSTR3109....1F","2022TNSCR3144....1R, 2022TNSCR3199....1O",""
"118842","SN 2022you","03:54:33.564","-45:45:42.07","SN Ia","0.06","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bkae","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.768","cyan-ATLAS","2022-10-24 03:02:52.800","ATLAS_Bot1","","2022TNSTR3093....1T","2022TNSCR3211....1S",""
"118825","SN 2022yod","11:49:52.066","+11:11:41.61","SN Ia","0.05183","SDSS J114951.77+111139.7","0.05182954","ALeRCE","ZTF","ZTF","ALeRCE","ZTF22abqaeac","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.277","r-ZTF","2022-10-24 12:49:43.003","ALeRCE","","2022TNSTR3091....1M","2022TNSCR3171....1S",""
"118787","SN 2022yms","21:15:14.490","-47:36:29.08","SN Ic","0.017","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bjzt","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.818","cyan-ATLAS","2022-10-24 01:02:51.360","ATLAS_Bot1","","2022TNSTR3093....1T","2022TNSCR3356....1I",""
"118782","SN 2022ymn","08:01:00.875","+39:34:09.03","SN Ia-91T-like","0.077","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS; ZTF","ATLAS22bjyj","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.632","orange-ATLAS","2022-10-23 14:32:53.088","ATLAS_Bot1","","2022TNSTR3083....1T","2022TNSCR3126....1H",""
"118777","SN 2022ymi","19:31:00.607","+48:20:55.24","SN IIn","0.021","","","ATLAS","ATLAS","None","ATLAS","ATLAS22bjxv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","NOT - ALFOSC","1","1","","18.567","cyan-ATLAS","2022-10-23 06:24:13.248","ATLAS_Bot1","","2022TNSTR3083....1T","2022TNSCR3156....1V",""
"118701","SN 2022yjl","22:17:58.311","+10:59:43.15","SN II","0.08","","","XOSS, ALeRCE, ATLAS, Pan-STARRS","XOSS, ZTF, ATLAS, Pan-STARRS","LiONS","ALeRCE; ATLAS; Pan-STARRS; XOSS","XM85MZ","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","Lijiang-2.4m - YFOSC","1","1","","17.7","Clear-","2022-10-22 15:08:59.136","Zhang","","2022TNSTR3078....1Z","2022TNSCR3099....1L",""
"118670","SN 2022yig","05:20:21.521","-20:54:41.49","SN Ia","0.07","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","SCAT","ATLAS; Pan-STARRS; ZTF","ATLAS22bjow","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.416","cyan-ATLAS","2022-10-21 06:59:41.280","ATLAS_Bot1","","2022TNSTR3069....1T","2022TNSCR3110....1H",""
"118667","SN 2022yid","02:30:38.548","+42:13:58.24","SN Ia","0.019","NGC 946","0.019253","ASAS-SN, ZTF","ASAS-SN, ZTF","SCAT","ASAS-SN; ZTF","ASASSN-22my","ASASSN-1 - Brutus, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","16.3","g-Sloan","2022-10-21 11:31:12.000","Stanek","","2022TNSTR3068....1S","2022TNSCR3080....1T",""
"118573","SN 2022yep","10:48:11.508","+40:47:53.49","SN IIb","0.033","","","ZTF, ATLAS, Fink","ZTF, ATLAS","BTDG","ATLAS; Fink; ZTF","ZTF22abnvncn","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","MMT - BINOSPEC","1","1","","18.98","r-ZTF","2022-10-18 11:39:50.400","ZTF_Bot1","","2022TNSTR3064....1F","2023TNSCR.135....1G",""
"118565","SN 2022yei","10:35:32.094","+37:38:58.96","SN Ia","0.069222","","","ANTARES","ZTF","ZTF","ANTARES","ZTF17aabtvsy","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.1894","g-ZTF","2022-10-20 11:24:40.608","ANTARES_bot","","2022TNSTR3056....1A","2022TNSCR3127....1F",""
"118563","SN 2022yeg","08:58:08.049","-06:42:04.79","SN IIb","0.02","","","ZTF, ATLAS","ZTF, ATLAS","ZTF, QUB","ATLAS; ZTF","ZTF22abnvmgu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM, UH88 - SNIFS","1","1","","16.93","r-ZTF","2022-10-18 11:34:04.800","ZTF_Bot1","","2022TNSTR3064....1F","2022TNSCR3137....1S, 2022TNSCR3540....1F",""
"118552","SN 2022ydv","19:43:51.819","-60:39:14.26","SN Ic-BL","0.01448","","","ATLAS","ATLAS","MeerLICHT","ATLAS","ATLAS22bjhk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","Other - Other","1","1","","18.04","cyan-ATLAS","2022-10-20 01:15:23.904","ATLAS_Bot1","","2022TNSTR3057....1T","2022TNSCR3155....1M",""
"118551","SN 2022ydu","10:47:20.858","-24:27:04.79","SN II","0.011","","","ATLAS, ZTF","ATLAS, ZTF","ePESSTO+","ATLAS; ZTF","ATLAS22bjhj","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","17.861","orange-ATLAS","2022-10-20 02:22:38.784","ATLAS_Bot1","","2022TNSTR3057....1T","2022TNSCR3336....1I",""
"118542","SN 2022ydl","22:40:04.439","-06:38:28.28","SN Ia","0.07","","","ATLAS, ZTF, Pan-STARRS, Fink","ATLAS, ZTF, Pan-STARRS","SCAT","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS22bjgg","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.959","cyan-ATLAS","2022-10-19 02:12:36.576","ATLAS_Bot1","","2022TNSTR3057....1T","2022TNSCR3100....1H",""
"118539","SN 2022ydi","01:08:00.625","+40:14:00.32","SN Ia","0.05","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS; ZTF","ATLAS22bjet","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.721","orange-ATLAS","2022-10-19 09:53:19.392","ATLAS_Bot1","","2022TNSTR3057....1T","2022TNSCR3080....1T",""
"118492","SN 2022ybn","00:26:41.947","-02:32:15.34","SN Ia","0.086","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT, None","ATLAS; Pan-STARRS","ATLAS22bjdq","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS2 - GPC2","NOT - ALFOSC, UH88 - SNIFS","1","1","","18.884","cyan-ATLAS","2022-10-19 05:14:19.392","ATLAS_Bot1","","2022TNSTR3043....1T","2022TNSCR3125....1H, 2022TNSCR3196....1C",""
"118466","SN 2022ybb","23:30:06.184","+05:40:37.28","SN Ia","0.13","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS; ZTF","ATLAS22bjcq","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.941","cyan-ATLAS","2022-10-18 09:35:28.896","ATLAS_Bot1","","2022TNSTR3029....1T","2022TNSCR3051....1H",""
"118464","SN 2022yaz","08:27:19.603","-13:24:35.63","SN Ia","0.07","","","ATLAS, ZTF, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink; ZTF","ATLAS22bjck","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.714","orange-ATLAS","2022-10-18 14:54:29.952","ATLAS_Bot1","","2022TNSTR3029....1T","2022TNSCR3081....1F",""
"118460","SN 2022yav","07:33:36.765","+19:00:02.05","SN Ia","0.074","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS22bjbl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","UH88 - SNIFS","1","1","","18.945","orange-ATLAS","2022-10-18 14:47:37.824","ATLAS_Bot1","","2022TNSTR3029....1T","2022TNSCR3051....1H",""
"118345","SN 2022xxz","22:20:39.938","-16:10:46.16","SN Ia","0.06","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22biya","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03","UH88 - SNIFS","1","1","","18.6","cyan-ATLAS","2022-10-16 07:43:48.576","ATLAS_Bot1","","2022TNSTR3011....1T","2022TNSCR3051....1H",""
"118336","SN 2022xxq","02:08:51.221","+45:56:40.13","SN II","0.028","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22bixc","ATLAS-HKO - ATLAS-02","UH88 - SNIFS","1","1","","18.88","orange-ATLAS","2022-10-17 10:20:06.432","ATLAS_Bot1","","2022TNSTR3011....1T","2022TNSCR3051....1H",""
"118325","SN 2022xxf","11:30:05.940","+09:16:57.37","SN Ic-BL","0.003","NGC 3705","","ZTF, ATLAS, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS","None","ATLAS; Pan-STARRS; YSE; ZTF","","ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","Kanata - HOWPol, Other - Other","1","1","","15.5","Clear-","2022-10-17 20:25:42.000","Itagaki","","2022TNSTR3014....1I","2022TNSCR3048....1B, 2022TNSCR3050....1N",""
"118264","SN 2022xuw","04:36:39.247","-02:17:06.73","SN IIb","0.0325","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS22biql","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.957","orange-ATLAS","2022-10-16 12:31:26.976","ATLAS_Bot1","","2022TNSTR3002....1T","2022TNSCR3361....1D",""
"118260","SN 2022xus","06:54:05.139","+08:34:13.37","SN II","0.008756","","","ATLAS, ALeRCE","ATLAS, ZTF","SCAT","ALeRCE; ATLAS","ATLAS22biqa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","17.922","orange-ATLAS","2022-10-16 13:55:24.096","ATLAS_Bot1","","2022TNSTR3002....1T","2022TNSCR3052....1H",""
"118258","SN 2022xuq","06:34:00.440","-62:27:41.91","SN Ia","0.029","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bips","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","17.794","orange-ATLAS","2022-10-16 05:56:06.720","ATLAS_Bot1","","2022TNSTR3002....1T","2022TNSCR3036....1D",""
"118154","SN 2022xqq","22:48:05.766","+11:50:50.37","SN Ia","0.08","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS22bioe","ATLAS-MLO - ATLAS-01, PS1 - GPC1","UH88 - SNIFS","1","1","","18.737","orange-ATLAS","2022-10-15 10:35:55.104","ATLAS_Bot1","","2022TNSTR3002....1T","2022TNSCR3037....1D",""
"118123","SN 2022xpl","03:08:06.410","-11:48:09.25","SN Ia-91T-like","0.03","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","ePESSTO+","ATLAS; Pan-STARRS","ATLAS22bilx","ATLAS-CHL - ATLAS-04, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.471","orange-ATLAS","2022-10-14 01:48:37.152","ATLAS_Bot1","","2022TNSTR2993....1T","2022TNSCR3019....1H",""
"118111","SN 2022xoz","02:50:25.617","+05:47:37.62","SN Ia","0.038","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS; Fink; ZTF","ZTF22abmxzxm","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.84","r-ZTF","2022-10-13 09:10:04.800","ZTF_Bot1","","2022TNSTR2996....1F","2022TNSCR3040....1F",""
"118075","SN 2022xnq","00:04:38.967","-08:05:59.75","SN Ia-91bg-like","0.0286","MCG-01-01-030","0.029055","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+","ALeRCE; ATLAS; Pan-STARRS","ZTF22abnbzjw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.6236","r-ZTF","2022-10-14 08:11:05.001","ALeRCE","","2022TNSTR2980....1M","2022TNSCR3019....1H",""
"118069","SN 2022xnk","11:47:30.810","+18:05:02.16","SN Ia","0.04","SDSS J114730.80+180500.5","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF22abnfgcn","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.3526","r-ZTF","2022-10-14 12:42:07.001","ALeRCE","","2022TNSTR2980....1M","2022TNSCR3127....1F",""
"118047","SN 2022xmo","09:22:20.650","+28:48:16.73","SN Ia-91T-like","0.08591","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF22abnehge","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","18.81","g-ZTF","2022-10-14 11:08:09.600","ZTF_Bot1","","2022TNSTR2986....1F","2022TNSCR3114....1S",""
"118022","SN 2022xlp","11:52:49.577","+44:06:03.51","SN Iax[02cx-like]","0.002695","NGC 3938","","ATLAS, ULL-ASTRO-MASTER","ATLAS, ZTF","None","ATLAS; ULL-ASTRO-MASTER","","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam","Other - Other","1","1","","17","Other-","2022-10-13 19:23:22.000","Itagaki","","2022TNSTR2971....1I","2022TNSCR2999....1T",""
"118010","SN 2022xld","10:31:20.737","-00:36:38.04","SN Ia","0.024","2MFGC 08161","0.0298","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abmzdzr","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.7874","r-ZTF","2022-10-13 12:38:59.997","ALeRCE","","2022TNSTR2967....1M","2022TNSCR3065....1F",""
"118009","SN 2022xlc","11:42:00.499","+26:54:57.56","SN Ia","0.055","2MASX J11420051+2654526","0.05085","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abmzete","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9933","r-ZTF","2022-10-13 12:41:42.999","ALeRCE","","2022TNSTR2967....1M","2022TNSCR3185....1F",""
"118002","SN 2022xkv","23:05:01.221","-21:24:35.46","SN Ia","0.06","","","ATLAS, ZTF","ATLAS, ZTF","ePESSTO+","ATLAS; ZTF","ATLAS22bilk","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.513","orange-ATLAS","2022-10-11 04:49:54.048","ATLAS_Bot1","","2022TNSTR2968....1T","2022TNSCR2997....1H",""
"118000","SN 2022xkt","02:33:19.318","+22:23:35.98","SN Ic","0.014","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ZTF22abmxsoc","ATLAS-HKO - ATLAS-02, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","NOT - ALFOSC, UH88 - SNIFS","1","1","","18.6","g-ZTF","2022-10-13 09:40:19.200","ZTF_Bot1","","2022TNSTR2973....1F","2022TNSCR3008....1J, 2022TNSCR3082....1S",""
"117998","SN 2022xkr","03:47:20.910","-46:55:58.66","SN Ia","0.034","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS; GaiaAlerts","ATLAS22bikb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.676","orange-ATLAS","2022-10-12 08:05:21.984","ATLAS_Bot1","","2022TNSTR2968....1T","2022TNSCR2988....1D",""
"117997","SN 2022xkq","05:05:23.710","-11:52:56.10","SN Ia-91bg-like","0.007735","NGC1784","","DLT40, ATLAS, Pan-STARRS, GaiaAlerts","DLT40, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, DLT40","ATLAS; DLT40; GaiaAlerts; Pan-STARRS","DLT22r","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other, PS1 - GPC1","P60 - SEDM, SALT - RSS","1","1","","18.9083","Clear-","2022-10-13 08:57:47.808","DLT40_bot1","","2022TNSTR2969....1J","2022TNSCR2975....1C, 2022TNSCR2987....1H, 2022TNSCR3026....1C",""
"117996","SN 2022xkp","02:52:24.629","-41:16:31.34","SN II","0.012","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bijs","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","18.092","orange-ATLAS","2022-10-12 07:12:20.736","ATLAS_Bot1","","2022TNSTR2968....1T","2022TNSCR2997....1H",""
"117995","SN 2022xko","02:24:13.643","-79:55:39.02","SN II","0.0149","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bijr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","17.511","orange-ATLAS","2022-10-12 06:33:46.080","ATLAS_Bot1","","2022TNSTR2968....1T","2022TNSCR2988....1D",""
"117951","SN 2022xiw","19:13:03.502","+19:46:24.26","SN Ic-BL","0.151","","","Pan-STARRS, YSE","Pan-STARRS","None","Pan-STARRS; YSE","PS22kcq","PS2 - GPC2","GTC - OSIRIS","1","1","","18.25","i-P1","2022-10-11 05:33:02.592","PS1_Bot1","","2022TNSTR2961....1C","2022TNSCR3047....1P",""
